name,age,height,nationality,current_club,current_market_value,date_highest_market_value,total_transfer_proceeds,apps_season,goals_season,assists_season,played_minutes,wc_winner,cl_winner,days_in_team,days_to_contract_expiry,international_exp,offence,midfield,defence,liga1,liga2,Asia,Africa,America,Europe,goals*mins
Dominik Kohr,23,183,Germany,fc augsburg,3500000,274,3550000,24,2,2,1780,0,0,661,799,2,0,1,0,1,0,0,0,0,1,3560
Moritz Leitner,24,174,Germany,fc augsburg,1400000,1560,3650000,7,0,0,240,0,0,81,1530,24,0,1,0,1,0,0,0,0,1,0
Jan Morávek,27,180,Czech Republic,fc augsburg,750000,2124,2430000,13,0,0,697,0,0,1756,1165,3,0,1,0,1,0,0,0,0,1,0
Markus Feulner,35,183,Germany,fc augsburg,300000,2873,250000,2,0,0,17,0,0,1026,69,13,0,1,0,1,0,0,0,0,1,0
Ja-Cheol Koo,28,182,"Korea, South",fc augsburg,4500000,274,12130000,25,3,4,1981,0,0,600,799,55,0,1,0,1,0,1,0,0,0,5943
Halil Altintop,34,185,Turkey,fc augsburg,750000,3977,800000,28,4,0,1203,0,0,1391,69,38,0,1,0,1,0,0,0,0,1,4812
Caiuby,28,184,Brazil,fc augsburg,2500000,274,3500000,3,0,0,270,0,0,1016,434,0,1,0,0,1,0,0,0,1,0,0
Takashi Usami,24,178,Japan,fc augsburg,1500000,661,2100000,10,0,0,380,0,0,295,1165,19,1,0,0,1,0,1,0,0,0,0
Jonathan Schmid,26,179,France,fc augsburg,4000000,1392,8700000,21,1,2,1282,0,0,239,1165,0,1,0,0,1,0,0,0,0,1,1282
Raúl Bobadilla,29,181,Paraguay,fc augsburg,4500000,432,11500000,18,4,2,1214,0,0,1346,1165,10,1,0,0,1,0,0,0,1,0,4856
Alfred Finnbogason,28,184,Iceland,fc augsburg,4500000,1166,13500000,9,1,0,751,0,0,295,1165,40,1,0,0,1,0,0,0,0,1,751
Dong-Won Ji,25,187,"Korea, South",fc augsburg,2000000,1763,4450000,31,4,3,2277,0,0,842,434,40,1,0,0,1,0,1,0,0,0,9108
Julian Günther-Schmidt,22,183,Germany,fc augsburg ii,125000,74,0,22,10,3,1579,0,0,597,69,0,1,0,0,0,0,0,0,0,1,15790
Marcel Tisserand,24,190,Congo DR,fc ingolstadt 04,3000000,191,3000000,25,0,0,2119,0,0,234,1165,10,0,0,1,1,0,0,1,0,0,0
Marvin Matip,31,184,Cameroon,fc ingolstadt 04,1750000,274,50000,31,0,0,2850,0,0,2426,434,3,0,0,1,1,0,0,1,0,0,0
Romain Brégerie,30,190,France,fc ingolstadt 04,600000,2880,0,15,3,0,1377,0,0,661,434,0,0,0,1,1,0,0,0,0,1,4131
Lukas Gerlspeck,18,186,Germany,fc ingolstadt 04,0,477,1185,2370,0,0,0,0,0,81,1165,0,0,0,1,1,0,0,0,0,1,0
Markus Suttner,30,179,Austria,fc ingolstadt 04,2000000,74,700000,29,4,5,2499,0,0,661,434,20,0,0,1,1,0,0,0,0,1,9996
Anthony Jung,25,186,Germany,fc ingolstadt 04,800000,661,0,15,1,1,801,0,0,261,69,2,0,0,1,1,0,0,0,0,1,801
Florent Hadergjonaj,22,182,Switzerland,fc ingolstadt 04,2500000,367,2000000,24,1,3,2021,0,0,257,1165,10,0,0,1,1,0,0,0,0,1,2021
Max Christiansen,20,188,Germany,fc ingolstadt 04,1750000,274,500000,10,0,0,468,0,0,834,434,3,0,1,0,1,0,0,0,0,1,0
Almog Cohen,28,170,Israel,fc ingolstadt 04,1500000,2124,0,28,7,1,2188,0,0,1362,434,17,0,1,0,1,0,1,0,0,0,15316
Roger,31,184,Brazil,fc ingolstadt 04,1000000,432,800000,27,1,0,2074,0,0,1697,69,0,0,1,0,1,0,0,0,1,0,2074
Nico Rinderknecht,19,184,Germany,fc ingolstadt 04,100000,432,0,16,4,2,1342,0,0,295,799,0,0,1,0,1,0,0,0,0,1,5368
Pascal Groß,25,181,Germany,fc ingolstadt 04,4000000,432,0,31,3,6,2615,0,0,1756,799,4,0,1,0,1,0,0,0,0,1,7845
Alfredo Morales,26,183,United States,fc ingolstadt 04,2000000,432,0,24,1,0,1607,0,0,1391,434,12,0,1,0,1,0,0,0,1,0,1607
Maurice Multhaup,20,173,Germany,fc ingolstadt 04,250000,432,500000,4,1,0,264,0,0,600,434,0,0,1,0,1,0,0,0,0,1,264
Sonny Kittel,24,179,Germany,fc ingolstadt 04,500000,1763,0,16,1,1,513,0,0,293,434,3,0,1,0,1,0,0,0,0,1,513
Mathew Leckie,26,181,Australia,fc ingolstadt 04,2000000,661,1100000,27,0,3,2051,0,0,1026,799,39,1,0,0,1,0,1,0,0,0,0
Robert Leipertz,24,183,Germany,fc ingolstadt 04,1250000,274,1900000,7,1,0,144,0,0,293,1165,0,1,0,0,1,0,0,0,0,1,144
Stefan Lex,27,178,Germany,fc ingolstadt 04,750000,661,0,13,0,0,493,0,0,1191,434,0,1,0,0,1,0,0,0,0,1,0
Darío Lezcano,26,178,Paraguay,fc ingolstadt 04,3000000,274,3350000,30,4,3,2188,0,0,463,1165,9,1,0,0,1,0,0,0,1,0,8752
Lukas Hinterseer,26,192,Austria,fc ingolstadt 04,2000000,374,0,27,3,1,968,0,0,1026,69,12,1,0,0,1,0,0,0,0,1,2904
Moritz Hartmann,30,183,Germany,fc ingolstadt 04,1000000,274,0,16,1,0,1093,0,0,2852,434,0,1,0,0,1,0,0,0,0,1,1093
Giuseppe Leo,22,193,Germany,fc ingolstadt 04 ii,75000,242,0,25,1,0,2213,0,0,600,69,0,0,0,1,0,0,0,0,0,1,2213
Sokratis,28,186,Greece,borussia dortmund,28000000,74,26300000,35,3,0,3183,0,0,1391,799,72,0,0,1,1,0,0,0,0,1,9549
Matthias Ginter,23,189,Germany,borussia dortmund,15000000,74,10000000,35,0,1,2843,1,0,1010,799,18,0,0,1,1,0,0,0,0,1,0
Sven Bender,27,186,Germany,borussia dortmund,9000000,1165,1500000,4,0,1,224,0,0,2852,1530,6,0,0,1,1,0,0,0,0,1,0
Marc Bartra,26,183,Spain,borussia dortmund,8000000,1185,8000000,29,1,4,2440,0,1,295,1165,12,0,0,1,1,0,0,0,0,1,2440
Raphaël Guerreiro,23,170,Portugal,borussia dortmund,18000000,191,14500000,28,6,8,1780,0,0,295,1165,16,0,0,1,1,0,0,0,0,1,10680
Marcel Schmelzer,29,180,Germany,borussia dortmund,9000000,1392,0,33,1,4,2686,0,0,3217,1530,16,0,0,1,1,0,0,0,0,1,2686
Joo-Ho Park,30,176,"Korea, South",borussia dortmund,1000000,1017,4150000,3,0,0,154,0,0,602,434,29,0,0,1,1,0,1,0,0,0,0
Lukasz Piszczek,31,184,Poland,borussia dortmund,6000000,1392,175000,34,5,5,2768,0,0,2487,799,54,0,0,1,1,0,0,0,0,1,13840
Erik Durm,24,183,Germany,borussia dortmund,5000000,1017,0,14,0,3,1037,1,0,1333,799,7,0,0,1,1,0,0,0,0,1,0
Felix Passlack,18,170,Germany,borussia dortmund,3000000,191,0,19,1,3,1337,0,0,474,799,5,0,0,1,1,0,0,0,0,1,1337
Julian Weigl,21,187,Germany,borussia dortmund,23000000,74,2500000,39,1,0,3206,0,0,661,1530,5,0,1,0,1,0,0,0,0,1,3206
Dzenis Burnic,18,185,Germany,borussia dortmund,200000,74,0,25,4,5,2042,0,0,295,434,5,0,1,0,1,0,0,0,0,1,8168
Gonzalo Castro,29,172,Germany,borussia dortmund,15000000,274,11000000,36,4,7,2508,0,0,661,1165,5,0,1,0,1,0,0,0,0,1,10032
Sebastian Rode,26,179,Germany,borussia dortmund,8000000,661,12250000,19,1,0,882,0,0,295,1165,6,0,1,0,1,0,0,0,0,1,882
Nuri Sahin,28,180,Turkey,borussia dortmund,4500000,2124,23100000,7,1,1,365,0,0,1026,434,50,0,1,0,1,0,0,0,0,1,365
Mikel Merino,20,188,Spain,borussia dortmund,3000000,274,3750000,8,0,0,243,0,0,295,1530,5,0,1,0,1,0,0,0,0,1,0
Mario Götze,24,176,Germany,borussia dortmund,20000000,1165,59000000,16,2,2,1175,1,0,275,1165,62,0,1,0,1,0,0,0,0,1,2350
Shinji Kagawa,28,175,Japan,borussia dortmund,13000000,1758,24000000,25,6,6,1640,0,0,965,434,86,0,1,0,1,0,1,0,0,0,9840
Marco Reus,27,180,Germany,borussia dortmund,40000000,1017,18100000,17,8,7,1185,0,0,1756,799,29,1,0,0,1,0,0,0,0,1,9480
Ousmane Dembélé,19,178,France,borussia dortmund,28000000,74,15000000,42,8,18,2836,0,0,295,1530,5,1,0,0,1,0,0,0,0,1,22688
André Schürrle,26,184,Germany,borussia dortmund,23000000,808,92500000,25,5,4,1126,1,0,274,1530,57,1,0,0,1,0,0,0,0,1,5630
Christian Pulisic,18,173,United States,borussia dortmund,12000000,74,0,37,5,10,2035,0,0,474,1165,13,1,0,0,1,0,0,0,1,0,10175
Emre Mor,19,169,Turkey,borussia dortmund,5000000,274,9750000,18,1,3,691,0,0,295,1530,10,1,0,0,1,0,0,0,0,1,691
Pierre-Emerick Aubameyang,27,187,Gabon,borussia dortmund,65000000,74,14800000,39,33,5,3386,0,0,1388,1165,48,1,0,0,1,0,0,1,0,0,111738
Alexander Isak,17,190,Sweden,borussia dortmund,6000000,74,8600000,6,2,0,381,0,0,89,799,3,1,0,0,1,0,0,0,0,1,762
Benedikt Höwedes,29,187,Germany,fc schalke 04,18000000,1560,0,42,1,4,3810,1,0,3583,1165,44,0,0,1,1,0,0,0,0,1,3810
Matija Nastasic,24,188,Serbia,fc schalke 04,14000000,1390,27200000,33,0,1,2941,0,0,661,799,23,0,0,1,1,0,0,0,0,1,0
Holger Badstuber,28,190,Germany,fc schalke 04,3000000,1758,0,13,0,0,906,0,1,102,69,31,0,0,1,1,0,0,0,0,1,0
Naldo,34,198,Brazil,fc schalke 04,2500000,2712,7200000,28,2,2,2416,0,0,295,434,4,0,0,1,1,0,0,0,1,0,4832
Thilo Kehrer,20,186,Germany,fc schalke 04,1500000,31,0,23,1,2,1425,0,0,661,799,2,0,0,1,1,0,0,0,0,1,1425
Joshua Bitter,20,186,Germany,fc schalke 04,100000,274,0,20,1,0,1524,0,0,295,799,2,0,0,1,1,0,0,0,0,1,1524
Sead Kolasinac,23,183,Bosnia-Herzegovina,fc schalke 04,9000000,74,0,32,3,9,2547,0,0,1756,69,23,0,0,1,1,0,0,0,0,1,7641
Abdul Rahman Baba,22,179,Ghana,fc schalke 04,8000000,556,23000000,21,1,2,1307,0,0,263,69,26,0,0,1,1,0,0,1,0,0,1307
Dennis Aogo,30,184,Germany,fc schalke 04,2500000,2292,3700000,13,2,1,856,0,0,1026,69,12,0,0,1,1,0,0,0,0,1,1712
Coke,29,177,Spain,fc schalke 04,4000000,281,5800000,3,1,0,179,0,0,262,799,1,0,0,1,1,0,0,0,0,1,179
Atsuto Uchida,29,176,Japan,fc schalke 04,2000000,808,1300000,1,0,0,7,0,0,2487,434,74,0,0,1,1,0,1,0,0,0,0
Sascha Riether,34,174,Germany,fc schalke 04,500000,2873,5050000,6,0,0,478,0,0,639,69,2,0,0,1,1,0,0,0,0,1,0
Phil Neumann,19,191,Germany,fc schalke 04,125000,74,0,10,1,1,831,0,0,295,69,4,0,0,1,1,0,0,0,0,1,831
Johannes Geis,23,181,Germany,fc schalke 04,15000000,554,11400000,23,1,0,1773,0,0,661,799,11,0,1,0,1,0,0,0,0,1,1773
Benjamin Stambouli,26,180,France,fc schalke 04,7000000,594,22500000,33,0,0,2014,0,0,239,1165,14,0,1,0,1,0,0,0,0,1,0
Leon Goretzka,22,189,Germany,fc schalke 04,20000000,31,3250000,37,8,3,3050,0,0,1390,434,10,0,1,0,1,0,0,0,0,1,24400
Nabil Bentaleb,22,187,Algeria,fc schalke 04,18000000,31,19000000,39,7,5,3000,0,0,-70,69,25,0,1,0,1,0,0,1,0,0,21000
Alessandro Schöpf,23,178,Austria,fc schalke 04,7500000,74,5400000,40,7,2,2601,0,0,471,799,12,0,1,0,1,0,0,0,0,1,18207
Max Meyer,21,173,Germany,fc schalke 04,16000000,432,0,38,2,5,2353,0,0,1572,434,19,0,1,0,1,0,0,0,0,1,4706
Yevhen Konoplyanka,27,176,Ukraine,fc schalke 04,12000000,516,0,28,7,2,1153,0,0,235,69,60,1,0,0,1,0,0,0,0,1,8071
Eric Maxim Choupo-Moting,28,191,Cameroon,fc schalke 04,8000000,808,50000,30,3,8,2072,0,0,1022,69,43,1,0,0,1,0,0,1,0,0,6216
Daniel Caligiuri,29,182,Italy,fc schalke 04,5000000,661,7000000,37,6,5,2692,0,0,87,1165,0,1,0,0,1,0,0,0,0,1,16152
Bernard Tekpetey,19,172,Ghana,fc schalke 04,300000,74,0,2,0,1,93,0,0,295,434,2,1,0,0,1,0,0,1,0,0,0
Donis Avdijaj,20,172,Kosovo,fc schalke 04,2500000,480,0,9,1,0,265,0,0,1026,799,1,1,0,0,1,0,0,0,0,1,265
Breel Embolo,20,185,Switzerland,fc schalke 04,20000000,274,22500000,10,3,2,610,0,0,295,1530,16,1,0,0,1,0,0,0,0,1,1830
Guido Burgstaller,27,187,Austria,fc schalke 04,5000000,31,2200000,38,23,4,3229,0,0,103,1165,10,1,0,0,1,0,0,0,0,1,74267
Franco Di Santo,28,193,Argentina,fc schalke 04,3000000,661,12900000,13,0,2,471,0,0,637,799,3,1,0,0,1,0,0,0,1,0,0
Klaas-Jan Huntelaar,33,186,Netherlands,fc schalke 04,2500000,3063,65900000,20,4,1,912,0,0,2427,69,76,1,0,0,1,0,0,0,0,1,3648
Jeffrey Bruma,25,189,Netherlands,vfl wolfsburg,10000000,274,15620000,22,1,0,1898,0,0,295,1530,25,0,0,1,1,0,0,0,0,1,1898
Robin Knoche,24,190,Germany,vfl wolfsburg,4500000,808,0,20,0,1,1512,0,0,2122,1165,0,0,0,1,1,0,0,0,0,1,0
Philipp Wollscheid,28,194,Germany,vfl wolfsburg,3000000,1392,12550000,8,0,0,720,0,0,234,69,2,0,0,1,1,0,0,0,0,1,0
Hendrik Hansen,22,195,Germany,vfl wolfsburg ii,200000,76,0,25,0,0,2136,0,0,1756,1165,5,0,0,1,0,0,0,0,0,1,0
Robin Ziegele,20,186,Germany,vfl wolfsburg,100000,274,0,12,0,0,496,0,0,295,434,2,0,0,1,1,0,0,0,0,1,0
Ricardo Rodríguez,24,180,Switzerland,vfl wolfsburg,17000000,1017,8500000,26,2,3,2222,0,0,1926,799,45,0,0,1,1,0,0,0,0,1,4444
Yannick Gerhardt,23,184,Germany,vfl wolfsburg,12000000,74,13000000,26,0,3,2124,0,0,295,1530,12,0,0,1,1,0,0,0,0,1,0
Jannes Horn,20,186,Germany,vfl wolfsburg,500000,74,0,15,0,2,1154,0,0,295,1530,2,0,0,1,1,0,0,0,0,1,0
Christian Träsch,29,180,Germany,vfl wolfsburg,2500000,2095,9000000,12,0,1,711,0,0,2098,434,10,0,0,1,1,0,0,0,0,1,0
Sebastian Jung,26,179,Germany,vfl wolfsburg,2000000,1264,2500000,3,0,0,195,0,0,1026,434,1,0,0,1,1,0,0,0,0,1,0
Luiz Gustavo,29,187,Brazil,vfl wolfsburg,14000000,1017,34000000,26,0,0,2266,0,1,1345,434,40,0,1,0,1,0,0,0,1,0,0
Josuha Guilavogui,26,188,France,vfl wolfsburg,10000000,808,19800000,15,0,1,1181,0,0,295,799,7,0,1,0,1,0,0,0,0,1,0
Paul Seguin,22,186,Germany,vfl wolfsburg,2000000,74,0,23,1,2,1478,0,0,1181,1165,1,0,1,0,1,0,0,0,0,1,1478
Riechedly Bazoer,20,184,Netherlands,vfl wolfsburg,12000000,379,12000000,19,1,0,1240,0,0,111,1530,6,0,1,0,1,0,0,0,0,1,1240
Maximilian Arnold,22,184,Germany,vfl wolfsburg,10000000,661,0,29,2,3,2260,0,0,2021,1165,18,0,1,0,1,0,0,0,0,1,4520
Amara Condé,20,173,Germany,vfl wolfsburg,150000,274,0,19,0,3,1189,0,0,295,434,7,0,1,0,1,0,0,0,0,1,0
Vieirinha,31,172,Portugal,vfl wolfsburg,4000000,2112,4300000,19,0,0,1147,0,0,1936,434,25,0,1,0,1,0,0,0,0,1,0
Ashkan Dejagah,30,181,Iran,vfl wolfsburg,1500000,1758,8800000,21,0,0,37,0,0,82,69,37,0,1,0,1,0,1,0,0,0,0
Daniel Didavi,27,180,Germany,vfl wolfsburg,5000000,432,300000,16,3,5,831,0,0,295,1530,5,0,1,0,1,0,0,0,0,1,2493
Justin Möbius,20,179,Germany,vfl wolfsburg ii,150000,76,0,21,5,1,1592,0,0,295,1165,1,0,1,0,0,0,0,0,0,1,7960
Paul-Georges Ntep,24,180,France,vfl wolfsburg,10000000,686,10000000,22,2,6,1462,0,0,103,1530,2,1,0,0,1,0,0,0,0,1,2924
Jakub Blaszczykowski,31,176,Poland,vfl wolfsburg,4500000,1392,9060000,26,0,3,1679,0,0,264,799,90,1,0,0,1,0,0,0,0,1,0
Ismail Azzaoui,19,177,Belgium,vfl wolfsburg,500000,601,1000000,0,0,0,0,0,0,601,69,0,1,0,0,1,0,0,0,0,1,0
Mario Gómez,31,189,Germany,vfl wolfsburg,7500000,1916,46550000,30,15,0,2523,0,1,248,799,70,1,0,0,1,0,0,0,0,1,37845
Borja Mayoral,20,183,Spain,vfl wolfsburg,2500000,274,3000000,20,2,0,410,0,0,274,69,9,1,0,0,1,0,0,0,0,1,820
Victor Osimhen,18,185,Nigeria,vfl wolfsburg,3500000,477,0,3,0,0,0,0,0,111,1165,3,1,0,0,1,0,0,1,0,0,0
Niklas Süle,21,195,Germany,tsg 1899 hoffenheim,20000000,74,20000000,29,2,2,2587,0,0,1391,799,1,0,0,1,1,0,0,0,0,1,5174
Kevin Vogt,25,194,Germany,tsg 1899 hoffenheim,4500000,74,5400000,28,0,0,2355,0,0,295,1165,8,0,0,1,1,0,0,0,0,1,0
Fabian Schär,25,186,Switzerland,tsg 1899 hoffenheim,3500000,1163,4000000,7,0,1,372,0,0,661,799,28,0,0,1,1,0,0,0,0,1,0
Benjamin Hübner,27,193,Germany,tsg 1899 hoffenheim,3500000,74,800000,24,2,4,2092,0,0,295,1165,0,0,0,1,1,0,0,0,0,1,4184
Ermin Bicakcic,27,185,Bosnia-Herzegovina,tsg 1899 hoffenheim,2250000,1017,500000,16,0,1,871,0,0,1026,1165,16,0,0,1,1,0,0,0,0,1,0
Jeremy Toljan,22,185,Germany,tsg 1899 hoffenheim,3500000,74,500000,18,1,1,1234,0,0,1391,434,13,0,0,1,1,0,0,0,0,1,1234
Danilo Soares,25,170,Brazil,tsg 1899 hoffenheim,500000,661,0,0,0,0,0,0,0,150,69,0,0,0,1,1,0,0,0,1,0,0
Pavel Kaderábek,24,182,Czech Republic,tsg 1899 hoffenheim,4500000,74,3500000,23,1,2,1959,0,0,661,799,26,0,0,1,1,0,0,0,0,1,1959
Sebastian Rudy,27,179,Germany,tsg 1899 hoffenheim,6500000,2124,4000000,29,3,9,2548,0,0,2433,69,14,0,1,0,1,0,0,0,0,1,7644
Eugen Polanski,31,183,Poland,tsg 1899 hoffenheim,2500000,808,4500000,14,0,0,631,0,0,1548,434,19,0,1,0,1,0,0,0,0,1,0
Pirmin Schwegler,30,178,Switzerland,tsg 1899 hoffenheim,1750000,2292,2400000,10,0,1,423,0,0,1026,69,14,0,1,0,1,0,0,0,0,1,0
Lukas Rupp,26,178,Germany,tsg 1899 hoffenheim,5000000,274,5600000,15,3,1,921,0,0,295,1165,7,0,1,0,1,0,0,0,0,1,2763
Dennis Geiger,18,172,Germany,tsg 1899 hoffenheim,125000,74,0,21,5,11,1716,0,0,295,799,9,0,1,0,1,0,0,0,0,1,8580
Steven Zuber,25,182,Switzerland,tsg 1899 hoffenheim,2500000,1381,7500000,22,6,3,1846,0,0,982,1165,0,0,1,0,1,0,0,0,0,1,11076
Philipp Ochs,20,175,Germany,tsg 1899 hoffenheim,1250000,274,0,17,2,3,1300,0,0,661,799,7,0,1,0,1,0,0,0,0,1,2600
Nadiem Amiri,20,180,Germany,tsg 1899 hoffenheim,7000000,74,0,30,2,4,1928,0,0,995,434,7,0,1,0,1,0,0,0,0,1,3856
Kerem Demirbay,23,185,Germany,tsg 1899 hoffenheim,4500000,74,1700000,24,5,9,1886,0,0,283,1530,2,0,1,0,1,0,0,0,0,1,9430
Marco Terrazzino,26,176,Germany,tsg 1899 hoffenheim,1500000,31,0,13,4,6,640,0,0,295,434,6,1,0,0,1,0,0,0,0,1,2560
Andrej Kramaric,25,177,Croatia,tsg 1899 hoffenheim,9000000,274,20200000,31,15,8,2194,0,0,295,1165,19,1,0,0,1,0,0,0,0,1,32910
Sandro Wagner,29,194,Germany,tsg 1899 hoffenheim,5500000,74,3700000,28,12,3,2430,0,0,295,799,8,1,0,0,1,0,0,0,0,1,29160
Mark Uth,25,185,Germany,tsg 1899 hoffenheim,5000000,74,2200000,19,9,4,1028,0,0,660,434,1,1,0,0,1,0,0,0,0,1,9252
Ádám Szalai,29,193,Hungary,tsg 1899 hoffenheim,1500000,1560,15900000,18,7,0,535,0,0,1023,434,41,1,0,0,1,0,0,0,0,1,3745
John Anthony Brooks,24,193,United States,hertha bsc,10000000,274,0,26,2,1,2325,0,0,2122,799,26,0,0,1,1,0,0,0,1,0,4650
Niklas Stark,22,190,Germany,hertha bsc,8000000,31,3000000,31,1,2,2585,0,0,607,1895,14,0,0,1,1,0,0,0,0,1,2585
Sebastian Langkamp,29,191,Germany,hertha bsc,3000000,1017,100000,28,0,0,2480,0,0,1391,799,5,0,0,1,1,0,0,0,0,1,0
Jordan Torunarigha,19,189,Germany,hertha bsc,125000,446,0,13,0,0,961,0,0,124,1165,2,0,0,1,1,0,0,0,0,1,0
Marvin Plattenhardt,25,181,Germany,hertha bsc,6000000,74,500000,28,3,3,2550,0,0,1026,1165,7,0,0,1,1,0,0,0,0,1,7650
Maximilian Mittelstädt,20,179,Germany,hertha bsc,750000,31,0,18,0,3,923,0,0,612,434,6,0,0,1,1,0,0,0,0,1,0
Mitchell Weiser,23,176,Germany,hertha bsc,9000000,74,800000,18,3,6,1306,0,0,661,1165,8,0,0,1,1,0,0,0,0,1,3918
Peter Pekarík,30,176,Slovakia,hertha bsc,2500000,1017,1000000,31,1,2,2769,0,0,1695,434,73,0,0,1,1,0,0,0,0,1,2769
Fabian Lustenberger,28,180,Switzerland,hertha bsc,3500000,1165,1500000,22,0,1,1687,0,0,3543,799,3,0,1,0,1,0,0,0,0,1,0
Florian Kohls,22,174,Germany,hertha bsc,125000,432,0,21,1,1,1724,0,0,606,69,0,0,1,0,1,0,0,0,0,1,1724
Vladimír Darida,26,171,Czech Republic,hertha bsc,10000000,325,7800000,24,2,2,1951,0,0,644,799,43,0,1,0,1,0,0,0,0,1,3902
Per Ciljan Skjelbred,29,175,Norway,hertha bsc,4000000,274,1800000,27,0,0,2327,0,0,964,799,43,0,1,0,1,0,0,0,0,1,0
Allan,20,172,Brazil,hertha bsc,1000000,74,710000,11,0,0,477,0,0,260,69,6,0,1,0,1,0,0,0,1,0,0
Ondrej Duda,22,181,Slovakia,hertha bsc,4000000,274,4500000,4,0,0,116,0,0,276,1530,14,0,1,0,1,0,0,0,0,1,0
Valentin Stocker,28,179,Switzerland,hertha bsc,3500000,1243,4000000,19,5,3,1276,0,0,1026,434,35,0,1,0,1,0,0,0,0,1,6380
Alexander Baumjohann,30,178,Germany,hertha bsc,600000,2873,1250000,2,0,2,180,0,0,1391,69,2,0,1,0,1,0,0,0,0,1,0
Salomon Kalou,31,184,Cote d'Ivoire,hertha bsc,5000000,2980,5800000,26,7,5,2055,0,1,965,1165,90,1,0,0,1,0,0,1,0,0,14385
Sinan Kurt,20,173,Germany,hertha bsc,400000,808,3500000,10,1,2,596,0,0,471,799,4,1,0,0,1,0,0,0,0,1,596
Genki Haraguchi,25,177,Japan,hertha bsc,3000000,432,500000,30,1,2,2113,0,0,1026,434,22,1,0,0,1,0,1,0,0,0,2113
Alexander Esswein,27,183,Germany,hertha bsc,2500000,1758,3100000,25,2,2,970,0,0,239,1165,13,1,0,0,1,0,0,0,0,1,1940
Vedad Ibisevic,32,188,Bosnia-Herzegovina,hertha bsc,3000000,1560,5500000,32,13,4,2710,0,0,295,799,78,1,0,0,1,0,0,0,0,1,35230
Julian Schieber,28,186,Germany,hertha bsc,2500000,1758,8500000,22,3,1,538,0,0,1024,434,7,1,0,0,1,0,0,0,0,1,1614
Sami Allagui,30,184,Tunisia,hertha bsc,400000,2062,3100000,15,3,0,313,0,0,1738,69,27,1,0,0,1,0,1,0,0,0,939
Julius Kade,17,180,Germany,hertha bsc u19,0,477,144,1437,0,0,0,0,0,295,69,1,0,1,0,0,0,0,0,0,1,0
Kyriakos Papadopoulos,25,185,Greece,hamburger sv,5000000,1639,11000000,13,2,0,966,0,0,96,69,25,0,0,1,1,0,0,0,0,1,1932
Mergim Mavraj,30,189,Albania,hamburger sv,2500000,3592,2350000,29,0,0,2640,0,0,111,799,34,0,0,1,1,0,0,0,0,1,0
Johan Djourou,30,191,Switzerland,hamburger sv,2000000,2084,3200000,16,0,0,1322,0,0,1026,69,66,0,0,1,1,0,0,0,0,1,0
Oliver Oschkenat,23,192,Germany,hamburger sv ii,100000,1188,0,21,1,1,1785,0,0,621,69,0,0,0,1,0,0,0,0,0,1,1785
Douglas Santos,23,175,Brazil,hamburger sv,6000000,330,15200000,21,0,0,1802,0,0,234,1530,1,0,0,1,1,0,0,0,1,0,0
Matthias Ostrzolek,26,178,Germany,hamburger sv,2500000,1017,3250000,24,1,2,2045,0,0,984,69,8,0,0,1,1,0,0,0,0,1,2045
Gotoku Sakai,26,176,Japan,hamburger sv,3000000,1560,2200000,32,1,3,2602,0,0,656,434,33,0,0,1,1,0,1,0,0,0,2602
Dennis Diekmeier,27,188,Germany,hamburger sv,1500000,2505,2400000,22,0,1,1563,0,0,2487,434,1,0,0,1,1,0,0,0,0,1,0
Ashton Götz,23,177,Germany,hamburger sv,250000,808,0,14,0,0,1080,0,0,1026,69,0,0,0,1,1,0,0,0,0,1,0
Frank Ronstadt,19,179,Germany,hamburger sv,100000,274,0,21,0,1,1555,0,0,295,434,1,0,0,1,1,0,0,0,0,1,0
Walace,22,188,Brazil,hamburger sv,9000000,273,9200000,10,1,0,759,0,0,82,1530,2,0,1,0,1,0,0,0,1,0,759
Gideon Jung,22,189,Germany,hamburger sv,2000000,74,150000,29,1,1,2387,0,0,1026,1165,1,0,1,0,1,0,0,0,0,1,2387
Vasilije Janjicic,18,180,Switzerland,hamburger sv ii,250000,76,0,20,2,5,1469,0,0,232,1165,4,0,1,0,0,0,0,0,0,1,2938
Dren Feka,19,183,Germany,hamburger sv,100000,432,0,24,3,2,1606,0,0,473,434,2,0,1,0,1,0,0,0,0,1,4818
Albin Ekdal,27,186,Sweden,hamburger sv,3000000,2428,11810000,22,1,1,1352,0,0,644,799,29,0,1,0,1,0,0,0,0,1,1352
Lewis Holtby,26,176,Germany,hamburger sv,5500000,1639,14450000,25,1,4,2087,0,0,661,434,3,0,1,0,1,0,0,0,0,1,2087
Aaron Hunt,30,183,Germany,hamburger sv,1500000,2505,3000000,23,4,2,1313,0,0,600,434,3,0,1,0,1,0,0,0,0,1,5252
Finn Porath,20,179,Germany,hamburger sv,200000,74,0,19,2,9,1588,0,0,661,1165,14,0,1,0,1,0,0,0,0,1,3176
Filip Kostic,24,184,Serbia,hamburger sv,10000000,374,21250000,31,3,4,2463,0,0,271,1530,14,1,0,0,1,0,0,0,0,1,7389
Nabil Bahoui,26,188,Sweden,hamburger sv,750000,678,910000,2,0,0,157,0,0,446,434,8,1,0,0,1,0,0,0,0,1,0
Mats Köhlert,18,168,Germany,hamburger sv,100000,274,0,16,4,6,1425,0,0,295,799,6,1,0,0,1,0,0,0,0,1,5700
